community_id,protein_id,method,dataset,seed,source_method,source_dataset,membership_type,membership_score,topology_score,semantic_score,go_score,expansion_gain
4,YKL182W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
4,YML016C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
4,YPR184W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YAL043C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YAR014C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YDR195W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YDR301W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YER070W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YER133W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YGR156W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YJR093C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YKL018W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YKL059C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YKL193C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YKR002W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YLR028C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YLR115W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YLR258W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YLR277C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YMR061W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YMR311C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YNL222W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YNL317W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YOR179C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
5,YPR107C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YBR279W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YER103W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YER164W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YGL019W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YGL207W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YGL244W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YIL035C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YKL064W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YKL088W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YLR223C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YLR407W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YLR418C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YML069W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YMR172W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YOL145C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YOR039W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YOR061W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
6,YOR123C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
7,YER107C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
7,YFR002W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
7,YGL172W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
7,YGR119C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
7,YIL115C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
7,YJL039C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
7,YJL041W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
7,YJL061W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
7,YMR047C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
8,YBL075C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
8,YJL155C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
8,YLR345W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YAL032C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YBL026W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YBL074C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YBL104C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YBR055C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YBR065C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YBR119W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YBR152W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YCR063W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YCR077C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDL030W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDL043C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDL087C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDL098C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDL160C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDL209C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDR037W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDR235W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDR240C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDR364C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDR378C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDR416W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YDR473C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YER013W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YER029C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YER112W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YER146W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YER172C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YGL128C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YGL173C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YGR013W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YGR074W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YGR075C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YGR091W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YGR278W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YHR086W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YHR156C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YHR165C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YIL061C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YIR009W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YJL124C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YJL203W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YJR022W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YJR050W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YJR084W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YKL012W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YKL095W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YKL173W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YKR022C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YLL036C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YLR117C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YLR147C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YLR275W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YLR298C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YLR424W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YLR438C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YML046W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YML049C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YMR125W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YMR213W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YMR240C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YMR268C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YMR288W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YNL147W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YNL256W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YNL286W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YOR308C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YOR319W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YPL151C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YPL178W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YPL213W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YPR082C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YPR101W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YPR178W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
9,YPR182W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
10,YGL091C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
10,YIL129C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
10,YML081W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YDL075W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YDL083C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YDL136W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YDR382W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YDR450W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YDR460W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YGR034W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YLR270W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YMR143W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YOR173W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YOR234C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
11,YPR025C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
12,YBR086C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
12,YPR086W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
13,YBL035C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
13,YBR181C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
13,YDR292C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
13,YIR008C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
13,YKL045W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
13,YKL154W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
13,YNL102W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
14,YGL120C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
14,YGR280C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
15,YAR002W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
15,YDR257C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
15,YLL021W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
15,YLR347C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
15,YNL189W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
15,YNL224C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
15,YOR098C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
15,YPL020C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
16,YAL036C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
16,YHL015W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
16,YMR230W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
17,YJR041C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
17,YKL014C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
17,YLR221C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
17,YNL104C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
17,YOL058W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
17,YOL144W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
17,YOR108W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
18,YGR281W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
18,YLR075W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YBR142W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YBR153W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YCL054W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YCR072C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YDL031W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YDR060W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YDR087C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YDR101C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YDR496C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YER006W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YER126C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YFL002C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YFR001W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YGL029W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YGL076C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YGL103W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YGL111W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YGR085C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YGR103W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YGR245C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YHR052W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YHR085W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YHR088W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YHR197W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YIL133C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YKL009W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YKL021C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YKL172W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YKR081C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YLL008W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YLL034C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YLR002C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YLR029C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YLR074C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YLR106C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YLR196W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YLR276C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YLR406C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YLR449W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YMR049C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YMR229C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YMR290C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YNL002C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YNL061W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YNL110C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YNL175C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YNL182C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YNR053C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YOL077C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YOL127W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YOR063W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YOR206W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YOR272W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YPL043W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YPL093W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YPL131W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YPL143W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YPL211W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YPR016C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
19,YPR102C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
20,YBR101C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
20,YML026C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
21,YOR294W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
21,YPR043W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
22,YDL195W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
22,YGR116W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
22,YHR098C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
22,YIL109C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
22,YNL049C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
22,YPL085W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
22,YPR181C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
23,YBR189W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
23,YGL031C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
23,YGR214W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
24,YKL204W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
24,YOL139C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
24,YOR276W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
25,YBR048W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
25,YDL060W,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
25,YDR447C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
25,YGR081C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
25,YIL069C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
25,YJR145C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
25,YOR056C,MCL,gavin_yeast,42.0,MCL,gavin_yeast,,,,,,
