core_id,core_protein,core_potential,weighted_degree,local_clustering,k_core_score,semantic_neighborhood_coherence,evidence_richness,initial_members
60,YPL190C,0.38420736265450367,3.772752334186678,0.1578774309877329,7,0.7729574391858611,17,YDL175C;YJL050W;YLR430W;YMR125W;YMR239C;YNL251C;YOL115W;YPL178W;YPL190C
61,YGL172W,0.37942920488639514,1.6236646536706334,0.3080719575180837,4,0.9903808077206709,17,YFR002W;YGL172W;YGR119C;YJL041W
62,YMR288W,0.37923794089135404,2.7608710845587754,0.0918595963179923,11,0.8635303853790565,11,YML049C;YMR288W
63,YLR275W,0.37664198742687405,2.457434581943089,0.0749431026668441,11,0.8604287037311169,14,YLR275W
64,YPL195W,0.375693618807975,1.6102937179510413,0.389984689981614,3,0.9762596478236366,14,YBR288C;YGR261C;YJL024C;YPL195W
65,YKL139W,0.3727188855480133,1.492479091330312,0.2661962553220562,3,0.7534448496913488,37,YJL006C;YKL139W;YML112W
66,YER126C,0.3716048598230113,3.472750781082152,0.1082676678458137,11,0.7185659212774602,11,YER006W;YER126C;YPR016C
67,YPR029C,0.3692825004055596,2.562755776901712,0.2577562345154237,5,0.8314974345163723,17,YHL019C;YKL135C;YLR170C;YPL259C;YPR029C
68,YJL208C,0.3691487307483274,1.2690960672804883,0.5371127550571504,2,0.7048160724744288,25,YJL208C;YKR079C;YMR099C
69,YLR015W,0.36750203077231713,2.285240588833696,0.3178289223112699,4,0.9296166340217467,11,YAR003W;YBR175W;YHR119W;YLR015W;YPL138C
70,YJL124C,0.36587909066540536,4.057127067246838,0.1679987980639997,7,0.6810292030463918,14,YBL026W;YCR077C;YDR378C;YER112W;YER146W;YJL124C;YLR438C
71,YBR087W,0.36352894282001463,2.6713902615169176,0.1665054829381867,5,0.9011133219018389,16,YBR087W;YMR078C;YNL290W;YOL094C;YOR144C;YOR217W
72,YDL018C,0.359431817215633,1.2538743486667894,0.3392408923765868,3,0.9934648461785395,14,YDL018C;YGL200C;YHR110W;YML012W
73,YGR156W,0.3584907981973079,1.6406672654747454,0.1477945520037856,10,0.8539739189845079,13,YGR156W
74,YPL204W,0.3557374393515058,2.457547182021262,0.0268944600276337,8,0.5218309605863768,41,YBR247C;YNL207W;YPL204W
75,YNL189W,0.35165670658601256,4.120054979900239,0.0591264492717724,9,0.5842105695606565,17,YAR002W;YLR335W;YLR347C;YNL189W;YOR098C;YPL020C
76,YFL018C,0.3482323221046993,2.737724650098493,0.1100552594054606,4,0.7811017101038978,25,YBR221C;YDR148C;YFL018C;YFR049W;YGR193C;YIL125W
77,YJR050W,0.3465815784868241,1.261449615994906,0.0673918505698376,11,0.8375858208697212,16,YJR050W;YLL036C;YLR117C
78,YPR181C,0.3451732989472562,2.148804238939954,0.0905658449529365,4,0.8911931430593559,23,YIL109C;YNL049C;YPL085W;YPR181C
79,YEL051W,0.34456301769892556,2.610342899594381,0.160146649904281,6,0.8541315559983536,11,YEL051W;YGR020C;YKL080W;YOR332W;YPR036W
